Name Event,Description,Date,Audience,Cycle,Veneu,Address,City ,Country,Website,Link
INDIA LAUNDRY SHOW - DELHI 2023,"Trade show showcasing Solutions for Laundry, Dry Cleaning & Textile Care Industry","Aug. 03 - 05, 2023",Trade Public,once a year,Pragati Maidan,Near Delhi Zoological Park Mathura Road,New Delhi (India),India,http://www.gartexindia.com,https://www.eventseye.com/fairs/f-india-laundry-show-delhi-27797-1.html
TURKMEN CONSTRUCTION 2023,International Exhibition for Construction Industry in Turkmenistan,"Aug. 06 - 07, 2023",Trade Public,once a year,CCI Turkmenistan Building,Chandybil Street Ashgabat,Ashgabat (Turkmenistan),Turkmenistan,http://turkmenconstruction.com,https://www.eventseye.com/fairs/f-turkmen-construction-23127-1.html
AVAI CHINA 2023,"Guangzhou International Refrigeration, Air Conditioning, Ventilation and Air Treatment Equipment Exhibition","Aug. 08 - 10, 2023",Trade Public,once a year,China Import and Export Fair Pazhou Complex,"No. 382, Yuejiang Zhong Road Guangzhou 510335",Guangzhou (China),China,http://www.avaichina.com/index.php?lang=en,https://www.eventseye.com/fairs/f-avai-china-27974-1.html
CLEANROOM GUANGZHOU 2023,International Cleanroom Technology & Equipment Exhibition in Chian (Guangzhou). Cleanroom Guangzhou showcases the advanced technology and latest products innovation for the cleanroom industry,"Aug. 08 - 10, 2023",Trade Public,once a year,China Import and Export Fair Pazhou Complex,"No. 382, Yuejiang Zhong Road Guangzhou 510335",Guangzhou (China),China,http://www.clcte.com/index.php?lang=en,https://www.eventseye.com/fairs/f-cleanroom-guangzhou-22181-1.html
CONCRETE SHOW SOUTH AMERICA 2023,"Exhibition & Conference on Concrete Technology. Concrete Show SA showcases Concrete, Additives, waterproofing, sealants, accessories & tools, Light & heavy equipment manufacturers for construction & infra-structure & the concrete production chain","Aug. 08 - 10, 2023",Trade Public,every 2 years,São Paulo Expo Exhibition & Convention Center,"Rodovia dos Imigrantes, km.1,5 Água Funda, São Paulo - SP, 04329-100",São Paulo (Brazil),Brazil,http://www.concreteshow.com.br,https://www.eventseye.com/fairs/f-concrete-show-south-america-19570-1.html
UGANDA BUILD 2023,"International Building, Construction, Energy, Electricity and Municipal Equipment Exhibition","Aug. 10 - 13, 2023",Trade Public,once a year,UMA Exhibition Centre Lugogo,Kampala,Kampala (Uganda),Uganda,http://ugandabuildcon.com,https://www.eventseye.com/fairs/f-uganda-build-29330-1.html
CGFF - CHINA GUANGZHOU INTERNATIONAL FLOOR FAIR 2023,"International Trade Show for industrial and commercial flooring. CGFF's products on display are floor material, flooring machine, concrete floor and surface treatment technology, floor cleaning equipment, floor maintenance agent & maintenance materials","Aug. 14 - 16, 2023",Trade Public,once a year,China Import and Export Fair Pazhou Complex,"No. 382, Yuejiang Zhong Road Guangzhou 510335",Guangzhou (China),China,http://www.cgff.net/index.php?lang=en,https://www.eventseye.com/fairs/f-cgff-china-guangzhou-international-floor-fair-21400-1.html
CIHIE - INTERNATIONAL INTEGRATED HOUSING INDUSTRY EXPO 2023,International Integrated Housing Industry Expo,"Aug. 14 - 16, 2023",Trade Public,once a year,China Import and Export Fair Pazhou Complex,"No. 382, Yuejiang Zhong Road Guangzhou 510335",Guangzhou (China),China,http://www.gzhw.com/products/105-cn.html,https://www.eventseye.com/fairs/f-cihie-international-integrated-housing-industry-expo-27943-1.html
UGANDA BUILDCON 2023,"Uganda Buildcon is the Uganda international Expo for construction machinery, building material and construction vehicles","Aug. 10 - 13, 2023",Trade Public,once a year,UMA Exhibition Centre Lugogo,Kampala,Kampala (Uganda),Uganda,http://ugandabuildcon.com,https://www.eventseye.com/fairs/f-uganda-buildcon-29393-1.html
CONCRETE 2023,Guangzhou International Concrete And Mortar Exhibition,"Aug. 14 - 16, 2023",Trade Public,once a year,China Import and Export Fair Pazhou Complex,"No. 382, Yuejiang Zhong Road Guangzhou 510335",Guangzhou (China),China,http://www.cteeexpo.com/index.php?lang=en,https://www.eventseye.com/fairs/f-concrete-27950-1.html
INDEX CONTRACT 2023,International tradefair on Contract in Building Industry,"Aug. 11 - 13, 2023",Trade Public,once a year,Pragati Maidan,Near Delhi Zoological Park Mathura Road,New Delhi (India),India,http://www.indexfairs.com,https://www.eventseye.com/fairs/f-index-contract-8469-1.html
LEBENSART MESSE - BRANDEBURG 2023,"Garden, Home and Lifestyle Fair. In addition to seasonal products from the world of gardens and plants, new ideas from the living and furnishing sector as well as selected exhibits from fashion, jewelry and accessories ensure a harmonious ambience","Aug. 11 - 13, 2023",Trade & General Public,once a year,Marienberg,Brandenburg an der Havel,Brandenburg an der Havel (Germany),Germany,http://www.lebensart-messe.de/LebensArt-Messe-Brandenburg.html,https://www.eventseye.com/fairs/f-lebensart-messe-brandeburg-25306-1.html
"PMMHF - CHINA PREFAB HOUSE, MODULAR BUILDING, MOBILE HOUSE & SPACE FAIR 2023","International Prefab House, Modular Building, Mobile House & Space Expo in China. PMMHF is the largest trade show for prefabricated housing and modular home industry located at Guangzhou","Aug. 14 - 16, 2023",Trade Public,once a year,Poly World Trade Expo Center,Xingang East Road Haizhu District,Guangzhou (China),China,http://www.pmmhf.com/index.php?lang=en,https://www.eventseye.com/fairs/f-pmmhf-china-prefab-house-modular-building-mobile-house-space-fair-22638-1.html
STEEL BUILD 2023,International Exhibition for Steel Construction & Metal Building Materials,"Aug. 14 - 16, 2023",Trade Public,once a year,China Import and Export Fair Complex Area B,"No. 380, Yuejiang Zhong Road Guangzhou",Guangzhou (China),China,http://www.steelbuildexpo.com/index.php?lang=en,https://www.eventseye.com/fairs/f-steel-build-23000-1.html
"FIRE, SAFETY & RESCUE VIETNAM 2023",International Fire Safety & Rescue Technology and,"Aug. 16 - 18, 2023",Trade Public,once a year,Saigon Exhibition & Convention Center - SECC,"799 Nguyen Van Linh Parkway Tan Phu Ward, District 7",Ho Chi Minh (Vietnam),Vietnam,http://www.vietfair.vn/Default.aspx?language=en-US,https://www.eventseye.com/fairs/f-fire-safety-rescue-vietnam-25404-1.html
ROOFTILE CHINA 2023,"International Roofing Technology Exhibition in China. China Rooftile and Technology Exhibition (CRTE) or ROOFTILE CHINA will showcase Roofing Tiles Fittings & Machinery, Roofing Tile Molds, Roofing Repair Kits","Aug. 14 - 16, 2023",Trade Public,once a year,China Import and Export Fair Pazhou Complex,"No. 382, Yuejiang Zhong Road Guangzhou 510335",Guangzhou (China),China,http://www.rooftile-china.com/index.php?lang=en,https://www.eventseye.com/fairs/f-rooftile-china-22786-1.html
TECNOLOGIA MULTIMEDIA INTEGRADA - MÉXICO 2023,"Expo and Conferences for Professional Audio/Video and Systems Integration. Audiovisual systems, digital signage, residential and building technology, unified communications, video conferencing, data networks and more","Aug. 16 - 18, 2023",Trade Public,once a year,Mexico World Trade Center,"Montecito 38, Col. Nápoles 03810, México, D.F.",Mexico City (Mexico),Mexico,http://www.tecnomultimedia.com/en,https://www.eventseye.com/fairs/f-tecnologia-multimedia-integrada-mexico-22027-1.html
GLE EXPO AFRICA 2023,GLE Expo is an exclusive platform for the global elevator & escalator industry leaders to explore business opportunities in many of the upcoming markets,"Aug. 22 - 24, 2023",Trade Public,once a year,Sandton Convention Centre,"161 Maude Street Sandton, 2146",Johannesburg (South Africa),South Africa,http://www.gleexpo.com/africa,https://www.eventseye.com/fairs/f-gle-expo-africa-27880-1.html
IIR INTERNATIONAL CONGRESS OF REFRIGERATION 2023,The IIR International Congress of Refrigeration reunites refrigeration stakeholders from every corner of the world,"Aug. 21 - 26, 2023",Trade Public,unknown,?,,Paris (France),France,http://iifiir.org/en/iir-conferences-series,https://www.eventseye.com/fairs/f-iir-international-congress-of-refrigeration-28646-1.html
BIO-BASED BUILDING MATERIALS 2023,"Conference on bio-based building materials. When talking about the properties of sustainable building materials, there are many factors we need to consider: How do we increase the amount of recycling? What materials reduce CO2 emissions? etc.","Aug. 23 - 24, 2023",Trade Public,once a year,Forum Copenhagen,Julius Thomsens Plads 1 DK-1925 Frederiksberg C,Copenhagen (Denmark),Denmark,http://buildinggreen.eu/biomaterialer,https://www.eventseye.com/fairs/f-bio-based-building-materials-28855-1.html
WORLD WATER WEEK 2023,World Water Week is an international forum for global water issues,"Aug. 20 - 24, 2023",Trade Public,once a year,Tele2 Arena,Arenaslingan 14 121 77 Johanneshov,Stockholm (Sweden),Sweden,http://www.worldwaterweek.org,https://www.eventseye.com/fairs/f-world-water-week-16903-1.html
AFAC CONFERENCE & EXPO 2023,AFAC is Australia’s largest and most comprehensive emergency management conference and exhibition,"Aug. 22 - 25, 2023",Trade Public,once a year,Brisbane Convention & Exhibition Centre,Cnr Merivale and Glenelg Streets South Brisbane,Brisbane (Australia),Australia,http://www.afacconference.com.au,https://www.eventseye.com/fairs/f-afac-conference-expo-27373-1.html
ELEXCON 2023,"China Hi-Tech Fair. ELEXCON will present more innovative technologies and applications about AI, smart home, internet of things, Intelligent vehicle, Industry intelligent systems and the new energy","Aug. 23 - 25, 2023",Trade Public,once a year,Shenzhen World Exhibition & Convention Center,No.1 Zhancheng Road Fuhai Street,Shenzhen (China),China,http://www.elexcon.com,https://www.eventseye.com/fairs/f-elexcon-7889-1.html
CACHOEIRO STONE FAIR 2023,Stone & Marble Fair,"Aug. 22 - 25, 2023",Trade Public,once a year,Parque de Exposição Carlos Caiado Barbosa,"Rod.Cachoeiro x Muqui, KM 01 29314 Cachoeiro de Itapemirim",Cachoeiro de Itapemirim (Brazil),Brazil,http://www.cachoeirostonefair.com.br,https://www.eventseye.com/fairs/f-cachoeiro-stone-fair-21169-1.html
INAMARINE 2023,"Indonesia International Shipbuilding, Offshore, Marine, Machinery and Equipment Exhibition & Conference","Aug. 23 - 25, 2023",Trade Public,once a year,Jakarta International Expo (JIExpo),Gedung Pusat Niaga Lt. 1 Arena PRJ Kemayoran,Jakarta (Indonesia),Indonesia,http://www.inamarine-exhibition.net,https://www.eventseye.com/fairs/f-inamarine-17696-1.html
PUMP & VALVES INDONESIA 2023,"Indonesia International Pump, Valve System & Equipment Exhibition","Aug. 23 - 25, 2023",Trade Public,once a year,Jakarta International Expo (JIExpo),Gedung Pusat Niaga Lt. 1 Arena PRJ Kemayoran,Jakarta (Indonesia),Indonesia,http://www.gem-indonesia.net/upcoming-events/agriculture-sub-events-list,https://www.eventseye.com/fairs/f-pump-valves-indonesia-28435-1.html
INDIA BIG 7 EXPO 2023,"The Biggest International Trade Exhibition on Gifts, Stationery, Writing Instruments, Office, Gadgets, Handicrafts, Housewares & Home Decor","Aug. 24 - 26, 2023",Trade & General Public,once a year,Jio World Centre,G Block Bandra Kurla Complex,Mumbai (India),India,http://indiabig7.com,https://www.eventseye.com/fairs/f-india-big-7-expo-24997-1.html
THEME PARK EXPO VIETNAM 2023,"Vietnam's largest Exhibition dedicated to Theme Parks, Water Parks and Amusement","Aug. 23 - 24, 2023",Trade & General Public,every 2 years,Tan Son Nhat Pavillon Convention Center,"202 Hoàng Van Thu Phuong 9, Phú Nhuân",Ho Chi Minh (Vietnam),Vietnam,http://www.themeparkvietnam.com,https://www.eventseye.com/fairs/f-theme-park-expo-vietnam-28032-1.html
LOAD UP NORTH 2023,"International fair for construction machinery, road construction, transport and recruitment, as well as soil and forestry, but also service and aftermarket","Aug. 24 - 26, 2023",Trade Public,once a year,?,,Boden (Sweden),Sweden,http://www.loadupnorth.se,https://www.eventseye.com/fairs/f-load-up-north-29425-1.html
SPRING GIFT & HOMEWARE FAIR 2023,Gift & Homeware Fair,"Aug. 27 - 29, 2023",Trade & General Public,once a year,ASB Showgrounds,217 Greenlane West Epsom,Auckland (New Zealand),New Zealand,http://www.giftfairs.co.nz,https://www.eventseye.com/fairs/f-spring-gift-homeware-fair-10135-1.html
EXPOSIBRAM 2023,Brazilian International Mining Congress & Exhibition,"Aug. 29 - 31, 2023",Trade Public,every 2 years,EXPOMINAS - Centro de Feiras e Exposições de Minas,"Av. Amazonas, 6.030 Belo Horizonte – MG",Belo Horizonte (Brazil),Brazil,http://ibram.org.br/ibram-principais-eventos,https://www.eventseye.com/fairs/f-exposibram-7094-1.html
AUSTIN FALL HOME + GARDEN SHOW 2023,"The Austin, TX Home & Garden Show is the place for you to experience what's new in remodelling, gardening, decorating and anything related to your home & garden","Aug. 25 - 27, 2023",Trade & General Public,once a year,Austin Convention Center,"500 East Cesar Chavez Street Austin, TX 78701","Austin, TX (USA)",USA,http://austinfallhomeandgardenshow.com,https://www.eventseye.com/fairs/f-austin-fall-home-garden-show-28299-1.html
CREATIV SALZBURG 2023,International Trade Fair for Gift Ideas and Lifestyle,"Aug. 25 - 27, 2023",Trade Public,once a year,Messezentrum Salzburg (Salzburg Exhibition Centre),Am Messezentrum 1 5020 Salzburg,Salzburg (Austria),Austria,http://www.creativsalzburg.at,https://www.eventseye.com/fairs/f-creativ-salzburg-8365-1.html
SHANGHAI INTELLIGENT BUILDING TECHNOLOGY. 2023,"China trade fair for Intelligent Building Technology. SIBT showcases Building automation, Generic cabling and data center, Security & access control systems and products, Smart home & community and Building energy efficiency energy management","Aug. 29 - 31, 2023",Trade Public,once a year,Shanghai New International Expo Centre,"2345 Longyang Road, Pudong New Area Shanghai P.R.C. 201204",Shanghai (China),China,http://shanghai-intelligent-building-technology.hk.messefrankfurt.com/shanghai/en/visitors/welcome.html,https://www.eventseye.com/fairs/f-shanghai-intelligent-building-technology-21481-1.html
LEBENSART MESSE - SCHKOPAU 2023,"Garden, Home and Lifestyle Fair. In addition to seasonal products from the world of gardens and plants, new ideas from the living and furnishing sector as well as selected exhibits from fashion, jewelry and accessories ensure a harmonious ambience","Aug. 25 - 27, 2023",Trade & General Public,once a year,Schlosspark Schkopau,Am Schloß 06258 Schkopau,Schkopau (Germany),Germany,http://www.lebensart-messe.de/LebensArt-Messe-Termine.html,https://www.eventseye.com/fairs/f-lebensart-messe-schkopau-23171-1.html
BEAUTY EXPO AUSTRALIA 2023,"Beauty Expo. With salon owners, beauty therapists, managers and freelance operators flooding the halls, this is a unique opportunity to launch products, promote your brand, retail and build your database, face-to-face with dedicated buyers","Aug. 26 - 27, 2023",Trade Public,once a year,ICC Sydney - International Convention Centre Sydney,14 Darling Dr Sydney NSW 2009,Sydney (Australia),Australia,http://www.beautyexpoaustralia.com.au,https://www.eventseye.com/fairs/f-beauty-expo-australia-21276-1.html
ASEAN SUSTAINABLE ENERGY WEEK 2023,"ASEAN'S Largest Exhibition & Conference on Renewable Energy, Energy Efficiency, Environmental Technology and Electric Vehicles","Aug. 30 - Sept. 01, 2023",Trade Public,once a year,Queen Sirikit National Convention Center,60 New Ratchadapisek Road Klongtoey,Bangkok (Thailand),Thailand,http://www.asew-expo.com,https://www.eventseye.com/fairs/f-asean-sustainable-energy-week-8331-1.html
BOILEX ASIA 2023,BOILEX ASIA is an International Exhibition and Conference featuring Boiler and Pressure Vessel Technology,"Aug. 30 - Sept. 01, 2023",Trade Public,once a year,Queen Sirikit National Convention Center,60 New Ratchadapisek Road Klongtoey,Bangkok (Thailand),Thailand,http://www.pumpsandvalves-asia.com,https://www.eventseye.com/fairs/f-boilex-asia-27267-1.html
FIRE & SAFETY EXPO KOREA 2023,International Fire & Safety Expo,"Aug. 30 - Sept. 01, 2023",Trade Public,once a year,Exco (Daegu Exhibition & Convention Center),1676 Sangyeok2-dong Buk-gu,Daegu (Korea South),Korea South,http://www.fireexpo.co.kr/eng,https://www.eventseye.com/fairs/f-fire-safety-expo-korea-22561-1.html
JAPAN BUILD 2023,Japan's first show for building & urban development industries,"Aug. 30 - Sept. 01, 2023",Trade & General Public,once a year,Intex Osaka,"1-5-102 Nanko-Kita, Suminoe-ku Osaka, 559-0034",Osaka (Japan),Japan,http://www.japan-build.jp/en-gb.html,https://www.eventseye.com/fairs/f-japan-build-17022-1.html
SECURITY EXHIBITION & CONFERENCE 2023,"Security Industry Exhibition & Conference in Melbourne. Security Exhibition & Conference is an opportunity for exhibitors to showcase security solutions, products and services to a highly targeted and influential audience","Aug. 30 - Sept. 01, 2023",Trade Public,once a year,ICC Sydney - International Convention Centre Sydney,14 Darling Dr Sydney NSW 2009,Sydney (Australia),Australia,http://securityexpo.com.au/about,https://www.eventseye.com/fairs/f-security-exhibition-conference-18978-1.html
NOVACANCY HOTEL+ACCOMMODATION INDUSTRY EXPO 2023,"From rooms to restaurants, front office to back, NoVacancy delivers the latest trends and fresh ideas for the fast-changing world of hotels and accommodation","Aug. 31 - Sept. 01, 2023",Trade Public,once a year,ICC Sydney - International Convention Centre Sydney,14 Darling Dr Sydney NSW 2009,Sydney (Australia),Australia,http://nationalmedia.com.au/#!/novacancy-accommodation-business-expo,https://www.eventseye.com/fairs/f-novacancy-hotel-accommodation-industry-expo-26897-1.html
THAI WATER 2023,International Exhibition on Water & Waste-Water Technology and Conference. Thai Water Expo will provide the latest working solutions in water and wastewater technologies,"Aug. 30 - Sept. 01, 2023",Trade Public,once a year,Queen Sirikit National Convention Center,60 New Ratchadapisek Road Klongtoey,Bangkok (Thailand),Thailand,http://www.thai-water.com,https://www.eventseye.com/fairs/f-thai-water-21421-1.html
SAIE BRAZIL 2023,International Building Show,"Aug. 31 - Sept. 01, 2023",Trade Public,once a year,?,,Florianópolis (Brazil),Brazil,http://www.saiebrasil.com.br,https://www.eventseye.com/fairs/f-saie-brazil-18736-1.html
EXPOVETRO 2023,Glass Machines and Accessories Brazilian Fair,"Aug. 31 - Sept. 01, 2023",Trade Public,every 2 years,CentroSul - Centro de Convenções de Florianópolis,"Av. Gov. Gustavo Richard, 850 Florianópolis/SC",Florianópolis (Brazil),Brazil,http://www.saiebrasil.com.br,https://www.eventseye.com/fairs/f-expovetro-18735-1.html
AGGREGATES CHINA 2023,"International Aggregates Technology & Equipment Exhibition in China. Aggregates China will showcase Construction Waste Disposal Equipment, Feeding & Screening Equipment, Sand Making & Crushing Equipment, Mining equipment:& accessories",on Aug. 2023 (?),Trade Public,once a year,China Import and Export Fair Pazhou Complex,"No. 382, Yuejiang Zhong Road Guangzhou 510335",Guangzhou (China),China,http://www.cctee.net/index.php?lang=en,https://www.eventseye.com/fairs/f-aggregates-china-22713-1.html
GREEN IS LIFE 2023,"International Fair of plants, garden technique and landscaping","Aug. 31 - Sept. 02, 2023",Trade & General Public,once a year,Warszawskie Centrum EXPO XXI,12/14 Pradzynskiego Str. 01-222 Warsaw,Warsaw (Poland),Poland,http://www.zielentozycie.pl/index.php/en,https://www.eventseye.com/fairs/f-green-is-life-17373-1.html
MAXPO 2023,The largest exhibition of land construction and environmental maintenance machines in Finland,"Aug. 31 - Sept. 02, 2023",Trade Public,once a year,Hyvinkää Airfield,05820 Hyvinkää,Hyvinkää (Finland),Finland,http://maxpo.messukeskus.com,https://www.eventseye.com/fairs/f-maxpo-27934-1.html
CAMBODIA ARCHITECT & DECOR 2023,Cambodia's First Event for Architect & Decor,on Aug. 2023 (?),Trade Public,once a year,Diamond Island Convention & Exhibition Center,Diamond Island Phnom Penh,Phnom Penh (Cambodia),Cambodia,http://www.cambodiaarchitectdecor.com,https://www.eventseye.com/fairs/f-cambodia-architect-decor-23565-1.html
CNR FLORIST 2023,"Floristry, Greenhouse and Equipment Exhibition. CNR Florist welcomes a wide variety of products from all kinds of flowers and plants to landscaping materials, technical equipment, and agricultural machinery",on Aug. 2023 (?),Trade Public,once a year,Istanbul Expo Center / Istanbul Fuar Merkezi / CNR Expo,"Atatürk Havalimani Karsisi 34149 Yesilköy, Istanbul",Istanbul (Turkey),Turkey,http://cnr-florist.com/index.aspx?ln=2,https://www.eventseye.com/fairs/f-cnr-florist-27828-1.html
EXPOLAZER & OUTDOOR LIVING 2023,"International Swimming Pool, Spas, Leisure and Wellness Fair",on Aug. 2023 (?),Trade & General Public,once a year,Expo Center Norte,"Rua José Bernardo Pinto, 333  Vila Guilherme",São Paulo (Brazil),Brazil,http://francalfeiras.com.br/calendario-de-eventos,https://www.eventseye.com/fairs/f-expolazer-outdoor-living-28045-1.html
FIRE & SAFETY ASIA 2023,Trade fair for Security and Fire Fighting,on Aug. 2023 (?),Trade Public,once a year,Karachi Expo Centre,University Road Karachi,Karachi (Pakistan),Pakistan,http://fireandsafetyasia.com,https://www.eventseye.com/fairs/f-fire-safety-asia-28131-1.html
HVAC EXPO MYANMAR 2023,"Myanmar International Ventilation, Air Conditioning, Refrigeration and Water Resources Management Industries Trade Show",on Aug. 2023 (?),Trade Public,once a year,Novotel Yangon Max Convention Center,"459, 0 Pyay Rd Yangon 00000",Yangon (Myanmar (Burma)),Myanmar (Burma),http://www.asiafireworks.com,https://www.eventseye.com/fairs/f-hvac-expo-myanmar-28931-1.html
IIAE - INDONESIA INTERNATIONAL AMUSEMENT & LEISURE EXPO 2023,Indonesia International Amusement & Leisure Industry Exhibition,on Aug. 2023 (?),Trade & General Public,once a year,Jakarta International Expo (JIExpo),Gedung Pusat Niaga Lt. 1 Arena PRJ Kemayoran,Jakarta (Indonesia),Indonesia,http://iiae.co.id,https://www.eventseye.com/fairs/f-iiae-indonesia-international-amusement-leisure-expo-28039-1.html
INDONESIA BUILDING MECHANICAL & ELECTRICAL EXPO 2023,"Indonesia international Exhibition for Building Mechanical & Electrical, Technology System, Facility & Services",on Aug. 2023 (?),Trade Public,once a year,Grand City Convention & Exhibition Centre,Gedung Pusat Niaga Lt. 1 Arena PRJ Kemayoran,Surabaya (Indonesia),Indonesia,http://inabuildingme.com,https://www.eventseye.com/fairs/f-indonesia-building-mechanical-electrical-expo-26111-1.html
FLORA TECH INDIA 2023,"International Exhibition on Floriculture, Plants, Florists & Greenhouse Technology. FLORA TECH INDIA features Agricultural Machinery & Equipments, Fertilizers, Agriculture Seeds, Agro Chemicals, Biotechnology, Irrigation & Water Management, Greenhouses",on Aug. 2023 (?),Trade Public,once a year,Bangalore International Exhibition Centre (BIEC),"10th Mile, Tumkur Road Madavara Post",Bangalore (India),India,http://www.mediatoday.in/exhibition-of-media-today.html,https://www.eventseye.com/fairs/f-flora-tech-india-23725-1.html
"HSS - HAIR, SALON & SPA 2023","Trade show dedicated all about Hair, Hairdressing, Hair care, Hair accessories, Salon & Spa Infrastructure and other related products and technologies",on Aug. 2023 (?),Trade Public,once a year,Manpho Convention Centre,"No. 91/4, Veeranna Palya, Nagawara Ring Road Opposite BEL Corporate Office",Bangalore (India),India,http://www.finfairsglobal.com,https://www.eventseye.com/fairs/f-hss-hair-salon-spa-29066-1.html
INDONESIA STEEL ALUMINIUM EXPO - JAKARTA 2023,"Indonesia International Exhibition for Steel Products & Structures for Construction, Roofing, Flooring, Wall, Fabrication, Industry & Metal Building Materials",on Aug. 2023 (?),Trade Public,once a year,Jakarta International Expo (JIExpo),Gedung Pusat Niaga Lt. 1 Arena PRJ Kemayoran,Jakarta (Indonesia),Indonesia,http://wpcitra.com/index.php/our-show,https://www.eventseye.com/fairs/f-indonesia-steel-aluminium-expo-jakarta-26120-1.html
ISH SHANGHAI & CIHE 2023,"Shanghai International Trade Fair for Heating, Ventilation, Air-Conditioning & Home Comfort System",on Aug. 2023 (?),Trade Public,every 2 years,Shanghai New International Expo Centre,"2345 Longyang Road, Pudong New Area Shanghai P.R.C. 201204",Shanghai (China),China,http://ishs-cihe.hk.messefrankfurt.com/shanghai/en.html,https://www.eventseye.com/fairs/f-ish-shanghai-cihe-27577-1.html
MARINTEC SOUTH AMERICA 2023,"Shipbuilding & Offshore Industries Expo & Conference. Marintec South America attracts Shipbuilder & Ship Repairer, Naval Spares & Services, Navigation, Radio & Telecommunications, IT, Logistics Management, Offshore & Bunkering Supply professionals",on Aug. 2023 (?),Trade Public,once a year,Centro de Convenções SulAmérica,"Av. Paulo de Frontin, 01 Cidade Nova",Rio de Janeiro (Brazil),Brazil,http://www.informamarkets.com/en/regions.html,https://www.eventseye.com/fairs/f-marintec-south-america-19569-1.html
MYANMAR LED & LIGHTING EXPO 2023,Myanmar LED & Lighting Expo are the only specialized lighting and LED lighting event in Myanmar,on Aug. 2023 (?),Trade Public,once a year,Novotel Yangon Max Convention Center,"459, 0 Pyay Rd Yangon 00000",Yangon (Myanmar (Burma)),Myanmar (Burma),http://www.asiafireworks.com,https://www.eventseye.com/fairs/f-myanmar-led-lighting-expo-28929-1.html
WATER LOSS ASIA 2023,"International Exhibition & Conference on Water Supply & Wastewater Management, Irrigation & Green Water Technology",on Aug. 2023 (?),Trade Public,every 2 years,Kuala Lumpur Convention Centre (KLCC),Kuala Lumpur City Centre 50088 Kuala Lumpur,Kuala Lumpur (Malaysia),Malaysia,http://www.waterlossasia.com,https://www.eventseye.com/fairs/f-water-loss-asia-21063-1.html
SECURITY ASIA 2023,The biggest Regional Security Event. International Exhibition & Conference,on Aug. 2023 (?),Trade Public,once a year,Karachi Expo Centre,University Road Karachi,Karachi (Pakistan),Pakistan,http://www.securityasia.com.pk,https://www.eventseye.com/fairs/f-security-asia-28130-1.html
SUPERBUILD EXPO 2023,"Indonesia’s largest trade fair for built environmental, The 3 days main industry event runs alongside 12 specialised events enabling industry professionals to source products for every stage of the building material, technology, and construction projects",on Aug. 2023 (?),Trade Public,once a year,Jakarta International Expo (JIExpo),Gedung Pusat Niaga Lt. 1 Arena PRJ Kemayoran,Jakarta (Indonesia),Indonesia,http://superbuildexpo.id,https://www.eventseye.com/fairs/f-superbuild-expo-29212-1.html
ZAK WORLD OF FAÇADES - CHINA - BEIJING 2023,Zak World of Façades is an International conference series on façade design & engineering,on Aug. 2023 (?),Trade Public,once a year,China World Summit Hotel,1 Jianguomen Outer St GuoMao,Beijing (China),China,http://zakworldoffacades.com,https://www.eventseye.com/fairs/f-zak-world-of-facades-china-beijing-27600-1.html
TULSA REMODEL & LANDSCAPE SHOW 2023,Remodel & Landscape Show,on Aug. 2023 (?),Trade & General Public,once a year,Tulsa Convention Center - Cox Business Center,"100 Civic Center Tulsa, OK 74103","Tulsa, OK (USA)",USA,http://www.homeshowcenter.com/overview/tulsahome,https://www.eventseye.com/fairs/f-tulsa-remodel-landscape-show-11121-1.html
ZAK WORLD OF FAÇADES - MALAYSIA 2023,Zak World of Façades is an International conference series on façade design & engineering,on Aug. 2023 (?),Trade Public,once a year,St. Regis Kuala Lumpur,"No 6, Jalan Stesen Sentral 2 50470 Kuala Lumpur",Kuala Lumpur (Malaysia),Malaysia,http://zakworldoffacades.com/event/wof-kl-21,https://www.eventseye.com/fairs/f-zak-world-of-facades-malaysia-26869-1.html
WATER HEATING 2023,Asia Pacific Hot Water And Heat Pump Application Technology Expo,on Aug. 2023 (?),Trade Public,once a year,China Import and Export Fair Pazhou Complex,"No. 382, Yuejiang Zhong Road Guangzhou 510335",Guangzhou (China),China,http://www.whstgz.com/index.php?lang=en,https://www.eventseye.com/fairs/f-water-heating-27959-1.html
ARCHITECT @ WORK - SWEDEN 2023,"Exhibition for Architecture & Interior Design. ARCHITECT@WORK gives you the opportunity to get into contact with: architects, interior architects, designers, engineering bureaus, project developers, technical services, towns & district councils",on Sept. 2023,Trade Public,unknown,Stockholmsmässan - Stockholm International Fairs,Mässvägen 1 Stockholm/Älvsjö,Stockholm (Sweden),Sweden,http://www.architectatwork.se/en/home,https://www.eventseye.com/fairs/f-architect-@-work-sweden-27718-1.html
WATERTECH MYANMAR 2023,"International Exhibition on Municipality, Water and Sewerage, Industrial Wastewater, Purification, Irrigation and Water Resources Management Industries",on Aug. 2023 (?),Trade Public,once a year,Novotel Yangon Max Convention Center,"459, 0 Pyay Rd Yangon 00000",Yangon (Myanmar (Burma)),Myanmar (Burma),http://www.asiafireworks.com,https://www.eventseye.com/fairs/f-watertech-myanmar-28927-1.html
